Collection ID,Image Link,Phylum (门),Order (目),Family (科),Genus (属),Scientific Name,Chinese Name,Identified By,Date Identified,Collector,Collection Number,Collection Date,Collection Location,Altitude,Habitat,Phenology
e96f8b6a,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833963,维管植物门,蔷薇目,蔷薇科,蔷薇属,Rosa multiflora C.P.Thunberg ex A.Murray,野蔷薇,谷粹芝,20090216.0,任再金,1-3722,19930516.0,中国 四川省,2450.0,路旁沟边,有花无果
e96f9749,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833900,维管植物门,蔷薇目,蔷薇科,委陵菜属,Potentilla macrosepala Cardot,大花委陵菜,谷粹芝,20090112.0,韩裕丰等,81-1240,19810714.0,中国 云南省,3500.0,冷杉林采伐跡地,有花无果
e96f8c80,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833960,维管植物门,蔷薇目,蔷薇科,蔷薇属,Rosa soulieana Crip.,川滇蔷薇,谷粹芝,20090216.0,任再金,1-3765,19930523.0,中国 四川省,2400.0,路旁灌丛中,有花无果
e96f8d99,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833959,维管植物门,蔷薇目,蔷薇科,蔷薇属,Rosa roxburghii Sweet.,缫丝花,谷粹芝,20090216.0,刘正宇,1-3869,19930613.0,中国 四川省,2000.0,路边,有花无果
e96f8eab,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833956,维管植物门,蔷薇目,蔷薇科,蔷薇属,Rosa sericea Lindl.,绢毛蔷薇,谷粹芝,20090216.0,任再金,1-3728,19930516.0,中国 四川省,2450.0,路边,无花有果
e96f8bf3,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833961,维管植物门,蔷薇目,蔷薇科,蔷薇属,Rosa soulieana Crip.,川滇蔷薇,谷粹芝,20090217.0,任再金,1-672,19820614.0,中国 西藏自治区,1700.0,路边灌丛中,有花无果
e96f8d0f,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833958,维管植物门,蔷薇目,蔷薇科,蔷薇属,Rosa roxburghii Sweet.,缫丝花,谷粹芝,20090217.0,刘正宇,17208,19960523.0,中国 重庆市,680.0,溪边,有花无果
e96f8f33,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833954,维管植物门,蔷薇目,蔷薇科,蔷薇属,Rosa sericea Lindl.,绢毛蔷薇,谷粹芝,20090216.0,任再金,1-3687,19930507.0,中国 四川省,1600.0,路边,有花无果
e96f8e22,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833957,维管植物门,蔷薇目,蔷薇科,蔷薇属,Rosa sericea Lindl.,绢毛蔷薇,谷粹芝,20090216.0,任再金,3728,19930516.0,中国 四川省,2450.0,路边,无花有果
e96f9636,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833903,维管植物门,蔷薇目,蔷薇科,委陵菜属,Potentilla macrosepala Cardot,大花委陵菜,谷粹芝,20090105.0,,13235,19760729.0,中国 四川省,3800.0,草坡路旁,有花无果
e96f9045,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833953,维管植物门,蔷薇目,蔷薇科,蔷薇属,Rosa sericea Lindl.,绢毛蔷薇,谷粹芝,20090216.0,张超,20070868,20070614.0,中国 四川省,1600.0,路边林中,有花无果
e96f9a08,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833894,维管植物门,蔷薇目,蔷薇科,委陵菜属,Potentilla ancistrifolia Galeotti ex Lehm.,皱叶委陵菜,谷粹芝,20080700.0,植物资源考察队,D0499,19840621.0,中国 河南省,,,有花无果
e96f8fbc,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833955,维管植物门,蔷薇目,蔷薇科,蔷薇属,Rosa sericea Lindl.,绢毛蔷薇,谷粹芝,20090216.0,任再金,1-3836,19930603.0,中国 四川省,2060.0,小路边,有花无果
e96f96c0,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833901,维管植物门,蔷薇目,蔷薇科,委陵菜属,Potentilla macrosepala Cardot,大花委陵菜,谷粹芝,20090112.0,田效文等,943,19810825.0,中国 云南省,3210.0,草甸草场，山坡,有花无果
e96f97d7,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833899,维管植物门,蔷薇目,蔷薇科,委陵菜属,Potentilla macrosepala Cardot,大花委陵菜,谷粹芝,20081200.0,,75-1174,19750921.0,中国 西藏自治区,3200.0,高山松采伐跡地灌丛中,有花无果
e96f98f3,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833897,维管植物门,蔷薇目,蔷薇科,委陵菜属,Potentilla macrosepala Cardot,大花委陵菜,谷粹芝,20090105.0,"李渤生,程树志",05423,19830714.0,中国 西藏自治区,2980.0,阶地草甸中时见,有花无果
e96f9b1b,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833893,维管植物门,蔷薇目,蔷薇科,委陵菜属,Potentilla ancistrifolia Galeotti ex Lehm.,皱叶委陵菜,谷粹芝,20081200.0,张志英,16438,19630808.0,中国 甘肃省,900.0,河边岩石上,有花无果
e96f997d,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833896,维管植物门,蔷薇目,蔷薇科,委陵菜属,Potentilla ancistrifolia Galeotti ex Lehm.,皱叶委陵菜,谷粹芝,20080700.0,刘淼等,H10020,20050626.0,中国 河南省,1400.0,生于石崖缝中,有花无果
e96f95ac,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833902,维管植物门,蔷薇目,蔷薇科,委陵菜属,Potentilla macrosepala Cardot,大花委陵菜,谷粹芝,20090105.0,G.Forrest,30945,,中国,,,有花无果
e96f9868,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833898,维管植物门,蔷薇目,蔷薇科,委陵菜属,Potentilla macrosepala Cardot,大花委陵菜,谷粹芝,20090105.0,"李渤生,程树志",05423,19830714.0,中国 西藏自治区,2980.0,阶地草甸中时见,有花无果
e96f9a91,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833895,维管植物门,蔷薇目,蔷薇科,委陵菜属,Potentilla ancistrifolia Galeotti ex Lehm.,皱叶委陵菜,谷粹芝,20080700.0,刘淼等,H20176,20050704.0,中国 河南省,1100.0,生于山坡林中,有花无果
e96f7e5c,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833986,维管植物门,蔷薇目,蔷薇科,梨属,Pyrus pyrifolia Nakai,沙梨,谷粹芝,20090216.0,刘正宇,15381,19960318.0,中国 重庆市,750,路旁,有花无果
e96f822e,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833978,维管植物门,蔷薇目,蔷薇科,绣线梅属,Neillia affinis Hemsl.,川康绣线梅,谷粹芝,20090216.0,朱大海,3929,20070615.0,中国 四川省,2580,山谷林下,有花无果
e96f83d4,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833975,维管植物门,蔷薇目,蔷薇科,蛇莓属,Duchesnea indica Focke,蛇莓,谷粹芝,20090217.0,江庆棠,18,19960519.0,中国 四川省,800,林边,无花无果
e96f7b95,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833991,维管植物门,蔷薇目,蔷薇科,龙牙草属,Agrimonia pilosa Ledeb.,龙芽草,谷粹芝,20090216.0,孙学刚等,20010281,20010815.0,中国 甘肃省,2550,山谷灌丛边,有花无果
e96f7d45,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833987,维管植物门,蔷薇目,蔷薇科,梨属,Pyrus pyrifolia Nakai,沙梨,谷粹芝,20090216.0,刘正宇,15381,19960318.0,中国 重庆市,750,路旁,有花无果
e96f8088,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833982,维管植物门,蔷薇目,蔷薇科,苹果属,Malus kansuensis C.K.Schneider,陇东海棠,谷粹芝,20090217.0,"成明昊,柏晓红",840025,19840617.0,中国,200,,无花无果
e96f89ca,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833965,维管植物门,蔷薇目,蔷薇科,蔷薇属,Rosa multiflora C.P.Thunberg ex A.Murray var. cathayensis Rehd.et Wils.,粉团蔷薇,谷粹芝,20090216.0,夏江林,261,19960529.0,中国 湖南省,150,山地，灌丛,无花有果
e96f84e8,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833974,维管植物门,蔷薇目,蔷薇科,蔷薇属,Rosa henryi Boulenger,软条七蔷薇,谷粹芝,20090216.0,夏江林,260,19960529.0,中国 湖南省,150,山地，灌丛，沙土,有花无果
e96f7ee7,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833985,维管植物门,蔷薇目,蔷薇科,梨属,Pyrus xerophila Yu,木梨,谷粹芝,20090217.0,任再金,1-681,19820617.0,中国 西藏自治区,1500,村内,无花有果
e96f8711,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833970,维管植物门,蔷薇目,蔷薇科,蔷薇属,Rosa rubus Leveille & Vaniot,悬钩子蔷薇,谷粹芝,20090216.0,夏江林,253,19960529.0,中国 湖南省,250,山地,有花无果
e96f88b6,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833967,维管植物门,蔷薇目,蔷薇科,蔷薇属,Rosa cymosa Tratt.,小果蔷薇,谷粹芝,20090216.0,谭策铭,93162,19930603.0,中国 江西省,365,山顶 山脊，灌丛中,有花无果
e96f85fe,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833973,维管植物门,蔷薇目,蔷薇科,蔷薇属,Rosa henryi Boulenger,软条七蔷薇,谷粹芝,20090216.0,谭策铭,941683,19941123.0,中国 江西省,220,溶洞斜坡山墈,无花有果
e96f7cae,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833989,维管植物门,蔷薇目,蔷薇科,草莓属,Fragaria nilgerrensis Schlecht. ex J.Gay,黄毛草莓,谷粹芝,20090216.0,耿玉英等,20070305,20070429.0,中国 四川省,2500,山坡路边草地,有花无果
47a0da17,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833977,维管植物门,蔷薇目,蔷薇科,路边青属,Geum aleppicum Jacq.,路边青,谷粹芝,20090217.0,朱大海,4060,20070706.0,中国 四川省,1500,山谷沟边林下,有花无果
e96f8688,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833971,维管植物门,蔷薇目,蔷薇科,蔷薇属,Rosa rubus Leveille & Vaniot,悬钩子蔷薇,谷粹芝,20090216.0,徐洪贵,1016,19950521.0,中国 四川省,600,荒坡,无花有果
e96f7ffe,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833984,维管植物门,蔷薇目,蔷薇科,梨属,Pyrus pashia Buch.-Ham. ex D.Don,川梨,谷粹芝,20090217.0,任再金,1-699,19820620.0,中国 西藏自治区,1600~2500,山脚下路边,无花有果
e96f879e,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833968,维管植物门,蔷薇目,蔷薇科,蔷薇属,Rosa cymosa Tratt.,小果蔷薇,谷粹芝,20090216.0,刘正宇,17496,19960615.0,中国 重庆市,740,杂木林中,有花无果
e96f8113,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833981,维管植物门,蔷薇目,蔷薇科,绣线梅属,Neillia thyrsiflora D.Don var. tunkinensis Vidal,毛果绣线梅,谷粹芝,20090216.0,朱大海,4044,20070626.0,中国 四川省,2000,山谷林下,无花有果
e96f82be,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833979,维管植物门,蔷薇目,蔷薇科,绣线梅属,Neillia sinensis Oliver,中华绣线梅,谷粹芝,20090212.0,朱大海,3683,20070523.0,中国 四川省,1400,山谷林中,有花无果
e96f8573,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833972,维管植物门,蔷薇目,蔷薇科,蔷薇属,Rosa rubus Leveille & Vaniot,悬钩子蔷薇,谷粹芝,20090216.0,徐洪贵,1013,19950521.0,中国 四川省,600,荒坡,无花有果
e96f8a54,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833964,维管植物门,蔷薇目,蔷薇科,蔷薇属,Rosa multiflora C.P.Thunberg ex A.Murray,野蔷薇,谷粹芝,20090216.0,"梁慧舟,刘建华",3784,20040721.0,中国 台湾省,1173,"Scrubby vegetation,in ravine",无花有果
e96f7dd1,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833988,维管植物门,蔷薇目,蔷薇科,梨属,Pyrus ussuriensis Maxim.,秋子梨,谷粹芝,20090216.0,老铁山采集队,176,20080505.0,中国 辽宁省,,山沟林中,有花无果
e96f7c1f,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833990,维管植物门,蔷薇目,蔷薇科,草莓属,Fragaria nilgerrensis Schlecht. ex J.Gay,黄毛草莓,谷粹芝,20090216.0,徐洪贵,1792,19950608.0,中国 四川省,1500,林边,有花无果
e96f882d,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833969,维管植物门,蔷薇目,蔷薇科,蔷薇属,Rosa cymosa Tratt.,小果蔷薇,谷粹芝,20090216.0,刘正宇,17496,19960615.0,中国 重庆市,740,杂木林中,有花无果
e96f7f72,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833983,维管植物门,蔷薇目,蔷薇科,苹果属,Malus kansuensis C.K.Schneider,陇东海棠,谷粹芝,20090217.0,"成明昊,柏晓红",840025,19840617.0,中国,200,,无花无果
e96f7b0c,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833993,维管植物门,蔷薇目,蔷薇科,地榆属,Sanguisorba officinalis Linn.,地榆,谷粹芝,20090216.0,孙学刚等,20010215,20010812.0,中国 甘肃省,2450,沟谷灌草丛,有花无果
e96f8adf,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833962,维管植物门,蔷薇目,蔷薇科,蔷薇属,Rosa soulieana Crip.,川滇蔷薇,谷粹芝,20090216.0,任再金,1-3761,19930522.0,中国 四川省,2300,路边,有花无果
e96f845e,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833976,维管植物门,蔷薇目,蔷薇科,路边青属,Geum aleppicum Jacq.,路边青,谷粹芝,20090217.0,孙学刚等,20010269,20010812.0,中国 甘肃省,2450,田边,有花无果
e96f893f,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833966,维管植物门,蔷薇目,蔷薇科,蔷薇属,Rosa multiflora C.P.Thunberg ex A.Murray var. cathayensis Rehd.et Wils.,粉团蔷薇,谷粹芝,20090216.0,夏江林,258,19960829.0,中国 湖南省,150,山地，灌丛，沙土,无花有果
e96f7013,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834009,维管植物门,菊目,菊科,蒲儿根属,Sinosenecio oldhamianus (Maxim.) B.Nordenstam,蒲儿根,陈艺林,20090205.0,姚仲吾,3687,19390619.0,中国 四川省,,路旁,有花无果
e96f6994,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834028,维管植物门,菊目,菊科,千里光属,Senecio vulgaris Linn.,欧洲千里光,陈艺林,20090206.0,"耿玉英,朱大海,李小杰",20070292,20070429.0,中国 四川省,2300,山坡路边草地,有花无果
e96f6b33,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834019,维管植物门,菊目,菊科,蒲儿根属,Sinosenecio oldhamianus (Maxim.) B.Nordenstam,蒲儿根,陈艺林,20090205.0,王树嘉,1038,,中国 四川省,,,有花无果
e96f6d65,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834015,维管植物门,菊目,菊科,蒲儿根属,Sinosenecio oldhamianus (Maxim.) B.Nordenstam,蒲儿根,陈艺林,20090205.0,李洪钧,3062,19580600.0,中国 湖北省,720,大树林下路边,有花无果
e96f6c4d,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834016,维管植物门,菊目,菊科,蒲儿根属,Sinosenecio oldhamianus (Maxim.) B.Nordenstam,蒲儿根,陈艺林,20090205.0,川经雅,00473,19590530.0,中国 四川省,1000,林中,有花无果
e96f6cdc,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834014,维管植物门,菊目,菊科,蒲儿根属,Sinosenecio oldhamianus (Maxim.) B.Nordenstam,蒲儿根,陈艺林,20090205.0,,28423,,中国 浙江省,,,有花无果
e96f73f0,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834006,维管植物门,菊目,菊科,蒲儿根属,Sinosenecio oldhamianus (Maxim.) B.Nordenstam,蒲儿根,陈艺林,20090205.0,T.P.Wang,10857,19390605.0,中国 湖北省,500,Shaded place,有花无果
e96f758e,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834002,维管植物门,菊目,菊科,蒲儿根属,Sinosenecio oldhamianus (Maxim.) B.Nordenstam,蒲儿根,陈艺林,20090205.0,K.M.Feng,Feng 3634,19400504.0,中国 云南省,1900~2000,沟边杂林中,有花无果
e96f7855,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833997,维管植物门,蔷薇目,蔷薇科,山楂属,Crataegus cuneata Sieb. & Zucc.,野山楂,谷粹芝,20090216.0,谭策铭,93161,19930603.0,中国 江西省,365,山顶山脊灌丛中,无花有果
e96f761a,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834001,维管植物门,菊目,菊科,蒲儿根属,Sinosenecio oldhamianus (Maxim.) B.Nordenstam,蒲儿根,陈艺林,20090205.0,C.W.Wang,83309,19391006.0,中国 云南省,1900,Mt slope,有花无果
e96f747a,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834004,维管植物门,菊目,菊科,蒲儿根属,Sinosenecio oldhamianus (Maxim.) B.Nordenstam,蒲儿根,陈艺林,20090205.0,K.M.Feng,Keng 7042,19400828.0,中国 云南省,2300~2600,松林中,有花无果
e96f79f5,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833994,维管植物门,蔷薇目,蔷薇科,地榆属,Sanguisorba officinalis Linn.,地榆,谷粹芝,20090216.0,孙学刚等,20010176,20010812.0,中国 甘肃省,2650,沟谷灌草丛,有花无果
e96f7363,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834005,维管植物门,菊目,菊科,蒲儿根属,Sinosenecio oldhamianus (Maxim.) B.Nordenstam,蒲儿根,陈艺林,20090205.0,"姜恕,应俊生",00526,19590605.0,中国 四川省,840,化香细叶青冈林,有花无果
e96f6dee,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834013,维管植物门,菊目,菊科,蒲儿根属,Sinosenecio oldhamianus (Maxim.) B.Nordenstam,蒲儿根,陈艺林,20090205.0,S.S.Sin,9322,19190412.0,中国,1033,,有花无果
e96f78df,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833996,维管植物门,蔷薇目,蔷薇科,山楂属,Crataegus cuneata Sieb. & Zucc.,野山楂,谷粹芝,20090216.0,谭策铭,93092,19930426.0,中国 江西省,170,石灰岩山地灌丛,有花无果
e96f709b,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834008,维管植物门,菊目,菊科,蒲儿根属,Sinosenecio oldhamianus (Maxim.) B.Nordenstam,蒲儿根,陈艺林,20090205.0,赵子孝,s.n.,,中国 四川省,,,有花无果
e96f6f8b,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834011,维管植物门,菊目,菊科,蒲儿根属,Sinosenecio oldhamianus (Maxim.) B.Nordenstam,蒲儿根,陈艺林,20090205.0,Virgil King,29,19270428.0,中国 浙江省,,,有花无果
e96f6bbd,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834017,维管植物门,菊目,菊科,蒲儿根属,Sinosenecio oldhamianus (Maxim.) B.Nordenstam,蒲儿根,陈艺林,20090205.0,川经南（59）字,00365,19590511.0,中国 四川省,900,向阳山坡,有花无果
e96f7a80,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833992,维管植物门,蔷薇目,蔷薇科,蛇莓属,Duchesnea indica Focke,蛇莓,谷粹芝,20090216.0,徐洪贵,1794,19950608.0,中国 四川省,1500,林边,有花无果
e96f72ba,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834007,维管植物门,菊目,菊科,蒲儿根属,Sinosenecio oldhamianus (Maxim.) B.Nordenstam,蒲儿根,陈艺林,20090205.0,李洪钧,4313,,中国 湖北省,1530,草丛中,有花无果
e96f6f01,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834010,维管植物门,菊目,菊科,蒲儿根属,Sinosenecio oldhamianus (Maxim.) B.Nordenstam,蒲儿根,陈艺林,20090205.0,戴天伦,100956,19580623.0,中国 重庆市,1450,生于黄莲棚中,有花无果
e96f7732,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834000,维管植物门,蔷薇目,蔷薇科,小石积属,Osteomeles schwerinae C.K.Schneider,华西小石积,谷粹芝,20090216.0,任再金,1-3811,19930527.0,中国 四川省,2200,路边灌丛中,有花无果
e96f6e78,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834012,维管植物门,菊目,菊科,蒲儿根属,Sinosenecio oldhamianus (Maxim.) B.Nordenstam,蒲儿根,陈艺林,20090205.0,李国凤,61399,19570517.0,中国 重庆市,1400,,有花无果
47a0d8ef,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833995,维管植物门,蔷薇目,蔷薇科,扁核木属,Prinsepia scandens Hayata,台湾扁核木,谷粹芝,20090216.0,吴俊奇等,509,20040328.0,中国 台湾省,2400,"Tahsuehshan forest road,on road marker 44-45km",有花无果
e96f76a5,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833999,维管植物门,蔷薇目,蔷薇科,枇杷属,Eriobotrya japonica Lindl.,枇杷,谷粹芝,20090216.0,夏江林,13,19960108.0,中国 湖南省,400,山地 路旁，肥土,有花无果
e96f77c5,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01833998,维管植物门,蔷薇目,蔷薇科,山楂属,Crataegus cuneata Sieb. & Zucc.,野山楂,谷粹芝,20090216.0,夏江林,148,19950506.0,中国 湖南省,800,疏林，路旁,有花无果
e96f7504,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834003,维管植物门,菊目,菊科,蒲儿根属,Sinosenecio oldhamianus (Maxim.) B.Nordenstam,蒲儿根,陈艺林,20090205.0,K.M.Feng,12763,19471103.0,中国 云南省,1600~1800,In open meadow,有花无果
e96f6aa9,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834018,维管植物门,菊目,菊科,蒲儿根属,Sinosenecio oldhamianus (Maxim.) B.Nordenstam,蒲儿根,陈艺林,20090205.0,王树嘉,1038,,中国 四川省,,,有花无果
e96f5936,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834058,维管植物门,菊目,菊科,藿香蓟属,Ageratum conyzoides Linn.,藿香蓟,陈艺林,20080205.0,刘正宇,14036,19930814.0,中国 重庆市,720,山地路旁,无花无果
e96f58ad,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834060,维管植物门,菊目,菊科,藿香蓟属,Ageratum conyzoides Linn.,藿香蓟,陈艺林,20080205.0,刘正宇,14036,19930814.0,中国 重庆市,720,山地路旁,无花无果
e96f5a4b,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834057,维管植物门,菊目,菊科,橐吾属,Ligularia przewalskii Diels,掌叶橐吾,陈艺林,20090206.0,孙学刚等,2013,20000802.0,中国 甘肃省,2850~2900,高山草甸,有花无果
e96f5fbf,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834047,维管植物门,菊目,菊科,牛蒡属,Arctium lappa Linn.,牛蒡,陈艺林,20090209.0,"倪志诚,次多,次旦",2253,19810915.0,中国 西藏自治区,2800,村寨屋旁草丛中,无花无果
e96f6049,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834045,维管植物门,菊目,菊科,大丁草属,Leibnitzia anandria (Linn.) Nakai,大丁草,陈艺林,20090205.0,老铁山采集队,42,20080430.0,中国 辽宁省,,林下,有花无果
e96f6538,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834036,维管植物门,菊目,菊科,千里光属,Senecio tricuspis Franch.,三尖千里光,陈艺林,20090206.0,"杨亲二,孔宏智",98-478,19980928.0,中国 云南省,2380,草地,有花无果
e96f67f6,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834031,维管植物门,菊目,菊科,千里光属,Senecio graciliflorus DC.,纤花千里光,陈艺林,20090206.0,钟补求,5954,19530727.0,中国 西藏自治区,,林边草原中,有花无果
e96f65c3,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834035,维管植物门,菊目,菊科,千里光属,Senecio scandens DC.,千里光,陈艺林,20090206.0,D.A.P,42140,19950604.0,中国 云南省,2300,,有花无果
e96f6423,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834037,维管植物门,菊目,菊科,千里光属,Senecio tricuspis Franch.,三尖千里光,陈艺林,20090206.0,"杨亲二,孔宏智",98-478,19980928.0,中国 云南省,2380,草地,有花无果
e96f6398,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834039,维管植物门,菊目,菊科,千里光属,Senecio graciliflorus DC.,纤花千里光,陈艺林,20090206.0,K.M.Feng,Feng 7748,19400915.0,中国 云南省,3600~3700,草坡上,有花无果
e96f6282,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834041,维管植物门,菊目,菊科,千里光属,Senecio graciliflorus DC.,纤花千里光,陈艺林,20090206.0,李光照,15507,19970725.0,中国 四川省,1500,路旁,有花无果
e96f64ae,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834038,维管植物门,菊目,菊科,千里光属,Senecio graciliflorus DC.,纤花千里光,陈艺林,20090206.0,张超,20071132,20070703.0,中国 四川省,2400,路边草丛林缘,有花无果
e96f630e,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834040,维管植物门,菊目,菊科,千里光属,Senecio graciliflorus DC.,纤花千里光,陈艺林,20090206.0,"韩裕丰,邓坤梅,陈永瑞",81-1623,19810810.0,中国 云南省,3600,冷杉林下低湿处,有花无果
