Collection ID,Image Link,Phylum (门),Order (目),Family (科),Genus (属),Scientific Name,Chinese Name,Identified By,Date Identified,Collector,Collection Number,Collection Date,Collection Location,Altitude,Habitat,Phenology
e922cfb7,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01870229,维管植物门,水龙骨目,碗蕨科,鳞盖蕨属,Microlepia hookeriana (Wall. ex Hook.) C.Presl,虎克鳞盖蕨,Wei Ran,20100104.0,蒋日红等,016,20090916.0,中国 广西壮族自治区,460,山坡，疏林，瘠土,有孢子囊
e953de5d,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01847007,维管植物门,蔷薇目,荨麻科,冷水花属,Pilea angulata Blume subsp. petiolaris (Sieb.et Zucc.)C.J.Chen,长柄冷水花,林祁,20100702.0,刘正宇,1802,19940626.0,中国 重庆市,740,溪边,有花无果
e92cc55c,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01865346,维管植物门,毛茛目,毛茛科,乌头属,Aconitum pilopetalum W.T.Wang & L.Q.Li,毛瓣乌头,罗艳,200108.0,罗艳,355,20010829.0,中国 四川省,3300~3700,路旁杂草丛中,有花无果
e954cad7,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01846572,维管植物门,蔷薇目,荨麻科,冷水花属,Pilea cavaleriei Leveille,波缘冷水花,林祁,20100524.0,李光照,13580,19931202.0,中国 广西壮族自治区,140,石灰岩 山坡,有花无果
e9339d52,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01862093,维管植物门,壳斗目,壳斗科,柯属,Lithocarpus iteaphyllus (Hance) Rehder,鼠刺叶柯,李安仁,20101100.0,青藏队,11957,19830710.0,中国 四川省,2400.0,常绿阔叶林中,无花有果
e92cd649,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01865315,维管植物门,毛茛目,毛茛科,乌头属,Aconitum brachypodum Diels,短柄乌头,罗艳,200208.0,"罗艳,陈又生",508,20020828.0,中国 四川省,3900,草边岩石缝中,有花无果
e9233d30,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01869834,维管植物门,蔷薇目,荨麻科,冷水花属,Pilea notata C.H.Wright,冷水花,王文采,20120312.0,"张兵,向新",090610041,20090610.0,中国 湖南省,392,沟谷,有花无果
e92db296,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01864908,维管植物门,蔷薇目,蔷薇科,假升麻属,Aruncus sylvester Kostel.,假升麻,谷粹芝,201102.0,植物园-古蔺考察队,GL031,20090530.0,中国 四川省,1415~1420,山谷，公路边,有花无果
e91c3478,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01873157,维管植物门,冬青目,青荚叶科,青荚叶属,Helwingia himalaica Hook.f. & Thoms. ex C.B.Clarke,西域青荚叶,赖阳均,20110923.0,巴山采集队,5478,20110711.0,中国 四川省,1475,路边,无花有果
e919e675,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01878017,维管植物门,杜鹃花目,山茶科,山茶属,Camellia oleifera Wall.,油茶,S.Y.Yang,20110324.0,刘正宇,180992,20070930.0,中国 重庆市,280,溪边针叶林下,有花无果
e92db0f6,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01864911,维管植物门,蔷薇目,蔷薇科,红果树属,Stranvaesia davidiana Decne. var. undulata (Dcne.) Rehd.&.Wils.,波叶红果树,谷粹芝,201102.0,PE-古蔺考察队,1077,20100909.0,中国 四川省,1578~1740,山坡,无花有果
e92604b6,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01868526,维管植物门,杜鹃花目,五列木科,柃属,Eurya nitida Hieron.,细齿叶柃,S.X.Yang,20110607.0,三峡考察队,2594,20080726.0,中国 重庆市,590~726,山坡,无花有果
e96a2b5f,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01836499,维管植物门,菊目,菊科,泽兰属,Eupatorium japonicum C.P.Thunberg ex A.Murray,白头婆,陈艺林,20090302.0,金佛山考察队,1951,19860802.0,中国 重庆市,1450,荒地上,有花无果
e946a7b5,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01853203,维管植物门,水龙骨目,鳞毛蕨科,耳蕨属,Polystichum tsus-simense (Hook.) J.Sm.,对马耳蕨,X.C.Zhang,20110121.0,张宪春等,6269,20100919.0,中国 云南省,1664,石上土生及路边土生,无花无果
e959d75d,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01844196,维管植物门,禾本目,莎草科,薹草属,Carex atrofusca Stev. subsp. minor (Boott) T.Koyama,黑褐缘苔草,梁松筠,20090326.0,郎楷永,9565,19760628.0,中国 西藏自治区,5100~5200,河滩草地,有花无果
e924abfe,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01869132,维管植物门,蔷薇目,荨麻科,水麻属,Debregeasia orientalis C.J.Chen,水麻,王文采,201202.0,朱大海等,4745,20070813.0,中国 四川省,1550,河边林内,无花有果
e95c4667,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01843012,维管植物门,蔷薇目,荨麻科,冷水花属,Pilea paniculigera C.J.Chen,滇东南冷水花,林祁,20100702.0,C.W.Wang,83162,19400113.0,中国 云南省,1200,rocky hill stream side,无花有果
e91c0b93,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01873229,维管植物门,壳斗目,桦木科,榛属,Corylus heterophylla Fisch. ex Bess. var. sutchuenensis Franch.,川榛,赖阳均,20110916.0,巴山采集队,5121,20110701.0,中国 四川省,1800.0,路边林缘,无花有果
e92f5c49,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01864111,维管植物门,杜鹃花目,五列木科,红淡比属,Cleyera japonica Thunb.,杨桐,S.X.Yang,20110325.0,PE-古蔺考察队,0066,20100529.0,中国 四川省,850~930,林缘沟边,有花无果
e93dab67,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01857405,维管植物门,虎耳草目,鼠刺科,鼠刺属,Itea ilicifolia Oliver,冬青叶鼠刺,谷粹芝,20100901.0,三峡考察队,3689,20090910.0,中国 重庆市,272,河谷,有花有果
e9423d1f,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01855268,维管植物门,禾本目,禾本科,金发草属,Pogonatherum paniceum Rasp.,金发草,Y.C.Liu,20090630.0,税玉民,002554,19930506.0,中国 云南省,1600,山陡坡崖壁草丛中,有花无果
e953e450,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01846997,维管植物门,蔷薇目,荨麻科,冷水花属,Pilea angulata Blume subsp. petiolaris (Sieb.et Zucc.)C.J.Chen,长柄冷水花,林祁,20100702.0,"李渤生,程树志等",02465,19830111.0,中国 西藏自治区,2200~2400,常绿阔叶林下常见草本,有花无果
e91cfdd4,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01872786,维管植物门,泽泻目,岩菖蒲科,岩菖蒲属,Tofieldia thibetica Franch.,岩菖蒲,梁松筠,20110921.0,巴山采集队,5666,20110713.0,中国 四川省,2200,岩壁,有花无果
e91e5197,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01872148,维管植物门,蔷薇目,桑科,榕属,Ficus heteromorpha Hemsl.,异叶榕,曹子余,20120412.0,徐洪贵,4882,19951001.0,中国 四川省,800,山岗,无花有果
e9433a7b,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01854802,维管植物门,川续断目,五福花科,荚蒾属,Viburnum rhytidophyllum Hemsl. ex Forb. & Hemsl.,皱叶荚迷,陈又生,20090619.0,白水江采集队,3854,20070502.0,中国 甘肃省,1100,山坡路边杂木林中,无花有果
e9423e3c,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01855265,维管植物门,禾本目,禾本科,金发草属,Pogonatherum crinitum Kunth,金丝草,Y.C.Liu,20090630.0,金佛山考察队,1345,19860623.0,中国 重庆市,850,路旁,有花无果
e921ec7f,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01870633,维管植物门,水龙骨目,蹄盖蕨科,双盖蕨属,Diplazium pinfaense,薄叶双盖蕨,Wei Ran,20091118.0,"卫然,孙久琼",WR0152,20091023.0,中国 重庆市,500,林下泥土中，岩石边,有孢子囊
e961d9bb,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01840430,维管植物门,金虎尾目,堇菜科,堇菜属,Viola cameleo Boissieu,阔紫叶堇菜,陈又生,20040000.0,陈又生,4276,20040715.0,中国 云南省,2800,Moist grassy slopes,有花无果
e93d7b68,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01857493,维管植物门,山茱萸目,绣球科,溲疏属,Deutzia setchuenensis Franch.,川溲疏,谷粹芝,20100901.0,三峡考察队,3277,20090903.0,中国 重庆市,1029,水田,无花有果
e94d6d52,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01849976,维管植物门,禾本目,禾本科,燕麦属,Avena fatua H.Yamaguchi,野燕麦,陈文俐,20100131.0,刘尚武,3318,19890724.0,中国 青海省,3000,田中,无花有果
e91d96ee,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01872495,维管植物门,蔷薇目,蔷薇科,山楂属,Crataegus wilsonii Sargent,华中山楂,谷粹芝,20111000.0,巴山采集队,5683,20110713.0,中国 四川省,2200,林中,无花有果
e9697263,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01836841,维管植物门,菊目,菊科,泽兰属,Eupatorium japonicum C.P.Thunberg ex A.Murray,白头婆,陈艺林,20090223.0,戴天伦,102566,19580911.0,中国 重庆市,1650.0,生于灌木林中,有花无果
e93a8f97,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01858874,维管植物门,蔷薇目,荨麻科,苎麻属,Boehmeria siamensis Graib,束序苎麻,陈家瑞,19630304.0,"张志松,张永田",33640,19600520.0,中国 贵州省,1130,山沟灌丛中,有花无果
e949c753,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01851739,维管植物门,茄目,茄科,红丝线属,Lycianthes lysimachioides Bitter,单花红丝线,张志耘,20090605.0,巴山采集队,475,20080707.0,中国 重庆市,1080,山坡,有花无果
e94b5b05,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01851007,维管植物门,禾本目,禾本科,拂子茅属,Calamagrostis pseudophragmites (Peterm.) Soo,假苇拂子茅,Wen Li Chen,20081207.0,巴山采集队,1509,20080713.0,中国 重庆市,1510,灌丛中,无花无果
e932fdad,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01862380,维管植物门,蔷薇目,荨麻科,冷水花属,Pilea plataniflora C.H.Wright,石筋草,林祁,20110130.0,金效华,YN-ET 1259,20090714.0,中国 云南省,2000,林下,有花无果
e944c0aa,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01854088,维管植物门,禾本目,莎草科,莎草属,Cyperus difformis Linn.,异型莎草,Gordon C.Tucker,20090000.0,王洪,4718,20000307.0,中国 云南省,660,水边,无花有果
e9224639,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01870283,维管植物门,水龙骨目,凤尾蕨科,凤尾蕨属,Pteris dactylina Hook.,指叶凤尾蕨,X. C. Zhang,20110120.0,"X.H.Jin,Y.S.Chen,",DLJ-ET 1352,20080703.0,中国 云南省,2000,evergreen broad,有孢子囊
e941a8f7,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01855539,维管植物门,菊目,菊科,石胡荽属,Centipeda minima A.Br. & Aschers.,石胡荽,陈又生,20090615.0,刘正宇,1003,19800927.0,中国 重庆市,730,田边,无花有果
e92e344d,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01864669,维管植物门,毛茛目,罂粟科,血水草属,Eomecon chionantha Hance,血水草,林祁,20110410.0,植物园-古蔺考察队,GL039,20100530.0,中国 四川省,1300~1305,"山谷,公路边,溪边",有花无果
e93f990d,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01856506,维管植物门,水龙骨目,水龙骨科,瓦韦属,Lepisorus clathratus (C.B.Clarke) Ching,网眼瓦韦,齐新萍,20070904.0,齐新萍,4545,20070904.0,中国 云南省,3100,On cliffs,有孢子囊
e93d793b,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01857497,维管植物门,山茱萸目,绣球科,溲疏属,Deutzia setchuenensis Franch.,川溲疏,谷粹芝,20100901.0,巴山采集队,2365,20080726.0,中国 重庆市,2177,沟边,无花有果
e91c6629,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01873066,维管植物门,虎耳草目,景天科,费菜属,Phedimus aizoon (Linn.) H.t Hart,费菜,赖阳均,20111005.0,巴山采集队,5451,20110704.0,中国 四川省,980,山坡路边草丛,有花无果
e9544621,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01846809,维管植物门,蔷薇目,荨麻科,冷水花属,Pilea insolens Wedd.,盾基冷水花,"林祁,段林东",20110131.0,"李渤生,程树志",1078,19820926.0,中国 西藏自治区,2400~2600,常绿阔叶林下,有花无果
e93a818d,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01858901,维管植物门,蔷薇目,荨麻科,赤车属,Pellionia caulialata S.Y.Liu,翅茎赤车,林祁,20090702.0,L.Q.Li et al.,0090,20041021.0,越南,200,in limestone forest,有花无果
e96d88be,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834909,维管植物门,菊目,菊科,鬼针草属,Bidens pilosa Linn.,鬼针草,陈艺林,20090211.0,C.W.Wang,75328,19360600.0,中国 云南省,1760,Mt.slope in forest,有花无果
e91a19d3,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01875732,维管植物门,唇形目,唇形科,香茶菜属,Isodon flabelliformis (C.Y.Wu) H.Hara,扇脉香茶菜,Q.Wang,20190401.0,康藏植物考察队(Kham Expedition),10-0477,20100723.0,中国 四川省,3467,河谷草坡,有花无果
e9566e80,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01845801,维管植物门,菊目,菊科,山柳菊属,Hieracium umbellatum Linn.,山柳菊,陈艺林,19640900.0,李洪钧,6519,19580926.0,中国 湖北省,1590,荒芜岭园中,有花无果
e94b664a,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01850985,维管植物门,禾本目,禾本科,剪股颖属,Agrostis gigantea Roth,巨序剪股颖,Wen Li Chen,20081207.0,巴山采集队,2065,20080719.0,中国 重庆市,2175,山脊,无花无果
e96ca6ac,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01835328,维管植物门,禾本目,莎草科,飘拂草属,Fimbristylis dichotoma Hook.f.,两歧飘拂草,梁松筠,20090116.0,Wuyi Exp,238,19790814.0,中国 福建省,700.0,路旁草地,有花无果
e957450e,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01845402,维管植物门,菊目,菊科,黄鹌菜属,Youngia heterophylla (Hemsl.) Babcock & Stebbins,异叶黄鹌菜,李光照,19971012.0,李光照,15444,19970910.0,中国 广西壮族自治区,210.0,田间路旁草地,有花无果
e93bb772,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01858329,维管植物门,虎耳草目,蕈树科,枫香树属,Liquidambar formosana Hance,枫香树,张志耘,20090611.0,简焯坡等,50764,19650606.0,中国 贵州省,1610,沟边岩坡,有花无果
e9624e71,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01840213,维管植物门,金虎尾目,堇菜科,堇菜属,Viola philippica Cav.,紫花地丁,陈又生,20080411.0,陈又生,5098,20050411.0,中国 山东省,200~300,草丛中,有花无果
e939248e,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01859529,维管植物门,蔷薇目,荨麻科,赤车属,Pellionia scabra Benth.,蔓赤车,林祁,20080702.0,安明态,s.n.,20090117.0,中国 贵州省,700.0,沟谷,有花无果
e93e4fb7,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01857099,维管植物门,蔷薇目,蔷薇科,唐棣属,Amelanchier sinica Chun,唐棣,谷粹芝,20100801.0,赵常明等,EX2401,20090330.0,中国 湖北省,1200,阔叶林中,有花无果
e923dcac,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01869498,维管植物门,石竹目,苋科,青葙属,Celosia argentea Linn.,青葙,李安仁,201203.0,"欧阳海波,徐兴翔",786,20080711.0,中国 湖南省,50~80,土生,有花无果
e94e331c,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01849638,维管植物门,杜鹃花目,报春花科,珍珠菜属,Lysimachia stenosepala Hemsl.,腺药珍珠菜,李振宇,20090816.0,白水江考察队,2045,20060714.0,中国 甘肃省,1500,山沟林下,有花无果
e96f4b13,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01834083,维管植物门,菊目,菊科,金鸡菊属,Coreopsis tinctoria Nutt.,两色金鸡菊,陈艺林,20090206.0,刘正宇,17349,19960605.0,中国 重庆市,630.0,地旁,有花无果
e95fffea,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01841680,维管植物门,水龙骨目,鳞毛蕨科,鳞毛蕨属,Dryopteris dickinsii (Franch. & Sav.) C.Chr.,远轴鳞毛蕨,R.C.Ching,19630500.0,陕西队,210,19621022.0,中国 陕西省,1100.0,山谷 灌木草丛中 阴处,有孢子囊
e933f190,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01861974,维管植物门,杜鹃花目,报春花科,珍珠菜属,Lysimachia heterogenea Klatt,黑腺珍珠菜,李振宇,20090816.0,三峡考察队,2739,20080730.0,中国 重庆市,1560~1700,山坡林下,有花无果
e91cda0f,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01872851,维管植物门,茄目,茄科,红丝线属,Lycianthes lysimachioides Bitter,单花红丝线,张志耘,20110922.0,巴山采集队,5556,20110712.0,中国 四川省,1850,林下,有花无果
e91ca7c2,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01872945,维管植物门,山茱萸目,绣球科,绣球属,Hydrangea longipes Franch.,长柄绣球,谷粹芝,20111100.0,巴山采集队,5115,20110701.0,中国 四川省,1800,路边林缘,有花无果
47a03bef,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01868300,维管植物门,伞形目,海桐科,海桐属,Pittosporum glabratum Lindl. var. neriifolium Rehd.et Wils.,狭叶海桐,林祁,20110411.0,巴山采集队,2698,20080726.0,中国 重庆市,1763,灌木林中,有花无果
e933365a,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01862276,维管植物门,葡萄目,葡萄科,崖爬藤属,Tetrastigma jinghongense C.L.Li,景洪崖爬藤,Li Chaoluan,19880318.0,中苏云南联合考察团,5590,19570325.0,中国 云南省,850.0,密林阴处,有花无果
e92625c9,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01868463,维管植物门,茄目,茄科,茄属,Solanum nigrum Linn.,龙葵,路安民,20110406.0,刘正宇,184331,20091028.0,中国 重庆市,190,长江边沙滩土坝上,有花无果
e91ddc29,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01872326,维管植物门,苏铁目,苏铁科,苏铁属,Cycas panzhihuaensis L.Zhou & S.Y.Yang,攀枝花苏铁,"刘冰,叶建飞",20100915.0,攀枝花苏铁考察队,520,20100915.0,中国 四川省,1604,路边,有花有果
e942f183,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01854922,维管植物门,禾本目,禾本科,莠竹属,Microstegium nudum A.Canms,竹叶茅,Y.C.Liu,20090617.0,"程树志,李渤生",01439,19721006.0,中国 西藏自治区,2150,杂木混交林下,有花无果
e9666805,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01838250,维管植物门,蔷薇目,蔷薇科,委陵菜属,Potentilla sischanensis Bunge ex Lehm. var. peterae (Hand.-Mazz.) Yu et li,齿裂西山委陵菜,谷粹芝,20090213.0,吴玉虎等,3542,19860723.0,中国 青海省,2600,干山坡,有花无果
e918a8a7,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01878600,维管植物门,杜鹃花目,凤仙花科,凤仙花属,Impatiens bodinieri Hook.f.,包氏凤仙花,陈艺林,20120208.0,于胜祥,3733,20051013.0,中国 广西壮族自治区,1263,山谷，溪边或山坡路边,有花无果
e91a6cc9,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01877799,维管植物门,唇形目,唇形科,香薷属,Elsholtzia eriostachya Benth.,毛穗香薷,王强,20121017.0,PE-西藏队,1329,20100817.0,中国 西藏自治区,3949,山坡,有花无果
e93ecaf3,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01856876,维管植物门,水龙骨目,水龙骨科,瓦韦属,Lepisorus clathratus (C.B.Clarke) Ching,网眼瓦韦,秦仁昌,19661102.0,中甸队,1363,19620826.0,中国 云南省,3500.0,云杉林边岩石上,有孢子囊
e93dbb34,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01857376,维管植物门,山茱萸目,绣球科,绣球属,Hydrangea longipes Franch.,长柄绣球,谷粹芝,20100901.0,三峡考察队,0304,20070915.0,中国 重庆市,1300~1700,山坡、林缘、沟边,有花有果
e943bfc2,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01854559,维管植物门,禾本目,禾本科,野青茅属,Deyeuxia neglecta Lunell,小花野青茅,耿以礼,19560220.0,K.T.Fu,1589,19370830.0,中国 甘肃省,3600,On wet place near lacke,有花无果
e92e62e2,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01864582,维管植物门,伞形目,五加科,五加属,Eleutherococcus trifoliatus (Linn.) S.Y.Hu,三叶五加,曹子余,20110419.0,PE-古蔺考察队,1094,20100909.0,中国 四川省,1136~1165,"山坡,林中",无花有果
e95e1c71,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01842187,维管植物门,蔷薇目,荨麻科,冷水花属,Pilea elegantissima C.J.Chen,石林冷水花,C.J.Chen,20081211.0,税玉民等,31829,20030903.0,中国 云南省,1320~1470,石灰岩山坡,有花无果
e932d942,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01862446,维管植物门,蔷薇目,荨麻科,微柱麻属,Chamabainia cuspidata Wight,虫蚁菜,"林祁,段林东",20110129.0,周仕顺,1025,20030421.0,中国 云南省,580,大苗圃,有花无果
e94bd216,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01850786,维管植物门,毛茛目,毛茛科,毛茛属,Ranunculus japonicus Thunb.,毛茛,李良千,20090113.0,巴山采集队,1803,20080716.0,中国 重庆市,900,沟边,有花无果
e930761e,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01863612,维管植物门,蔷薇目,蔷薇科,悬钩子属,Rubus parvifolius Linn.,茅莓,L. T. Lu,20120200.0,Sheng Jia-Shu et al.,214,20020517.0,中国 云南省,2130,山地红壤,有花有果
e91c66b3,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01873065,维管植物门,山茱萸目,山茱萸科,八角枫属,Alangium platanifolium Harms,瓜木,赖阳均,20111005.0,巴山采集队,5465,20110704.0,中国 四川省,1200,阴湿干河沟,无花有果
e92e9e15,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01864476,维管植物门,唇形目,唇形科,蜜蜂花属,Melissa axillaris Bakk.f.,蜜蜂花,向春雷,20110324.0,PE-古蔺考察队,578,20100905.0,中国 四川省,1100~1580,"山谷,林中",有花无果
e960dfbe,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01840850,维管植物门,蔷薇目,蔷薇科,悬钩子属,Rubus oblongus T.T.Yu & L.T.Lu,长圆悬钩子,陆玲娣,20090300.0,张桂才等,418,19880617.0,中国 湖南省,800.0,密林,有花无果
e957bbc3,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01845182,维管植物门,水龙骨目,水龙骨科,瓦韦属,Lepisorus thunbergianus (Kaulf.) Ching,瓦韦,齐新萍,20080825.0,齐新萍,4591,20070925.0,中国 重庆市,1100,On cliffs,有孢子囊
e944b726,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01854106,维管植物门,禾本目,禾本科,大油芒属,Spodiopogon sibiricus Trin.Fund.,大油芒,Y.C.Liu,20090604.0,植物资源考察队,T0645,19860906.0,中国 河南省,400,草丛,有花无果
e92b08ef,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01866171,维管植物门,水龙骨目,金星蕨科,毛蕨属,Cyclosorus acuminatus (Houtt.) Nakai,渐尖毛蕨,Li Zhong-Yang,20110930.0,"卫然,孙久琼",WR0167,20091020.0,中国 重庆市,1100,针叶林下,有孢子囊
e9266d30,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01868330,维管植物门,伞形目,海桐科,海桐属,Pittosporum elevaticostatum H.T.Chang & S.Z.Yan,突肋海桐,林祁,20110423.0,三峡考察队,2622,20080726.0,中国 重庆市,590~726,山坡,无花有果
e94afe8a,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01851178,维管植物门,蔷薇目,蔷薇科,委陵菜属,Potentilla centigrana Maxim.,蛇莓委陵菜,谷粹芝,20090120.0,巴山采集队,1855,20080719.0,中国 陕西省,2300,高山草甸,有花无果
e93c027d,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01858188,维管植物门,虎耳草目,金缕梅科,檵木属,Loropetalum chinense Oliver,迷木,张志耘,20090610.0,胡忠辉,276,20020607.0,中国 湖南省,200,"丘陵平地,山地红壤",无花有果
e93bc93f,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01858295,维管植物门,虎耳草目,蕈树科,枫香树属,Liquidambar formosana Hance,枫香树,张志耘,20090611.0,川经南（59）字,158,19590503.0,中国 四川省,1000.0,向阳山坡,无花无果
e9677c26,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01837768,维管植物门,禾本目,莎草科,薹草属,Carex pseudofoetida Kukenthal,无味苔草,梁松筠,20090317.0,郎楷永,9472,19760620.0,中国 西藏自治区,5100,水沟边草地,有花无果
e961ce53,https://www.cvh.ac.cn/controller/spms/image.php?institutionCode=PE&catalogNumber=01840450,维管植物门,金虎尾目,堇菜科,堇菜属,Viola magnifica C.J.Wang & X.D.Wang,犁头叶堇菜,陈又生,20050700.0,陈又生,5048b,20050700.0,中国 江西省,600~700,山谷竹林下,有花无果
